date,close
04-05-2018,0.8899
05-05-2018,0.9028
06-05-2018,0.86483
07-05-2018,0.8249
08-05-2018,0.80667
09-05-2018,0.79481
10-05-2018,0.74558
11-05-2018,0.6761
12-05-2018,0.68522
13-05-2018,0.72999
14-05-2018,0.72694
15-05-2018,0.689
16-05-2018,0.70585
17-05-2018,0.65849
18-05-2018,0.67766
19-05-2018,0.67339
20-05-2018,0.6994
21-05-2018,0.67612
22-05-2018,0.63782
23-05-2018,0.59198
24-05-2018,0.62814
25-05-2018,0.60459
26-05-2018,0.60852
27-05-2018,0.60416
28-05-2018,0.54689
29-05-2018,0.59998
30-05-2018,0.60149
31-05-2018,0.6114
01-06-2018,0.62151
02-06-2018,0.64269
03-06-2018,0.6901
04-06-2018,0.65507
05-06-2018,0.67464
06-06-2018,0.6741
07-06-2018,0.67756
08-06-2018,0.6721
09-06-2018,0.6574
10-06-2018,0.58201
11-06-2018,0.59989
12-06-2018,0.5556
13-06-2018,0.52862
14-06-2018,0.55769
15-06-2018,0.53258
16-06-2018,0.53275
17-06-2018,0.52617
18-06-2018,0.5387
19-06-2018,0.54834
20-06-2018,0.53916
21-06-2018,0.53457
22-06-2018,0.48216
23-06-2018,0.49005
24-06-2018,0.47331
25-06-2018,0.48125
26-06-2018,0.453
27-06-2018,0.4701
28-06-2018,0.44575
29-06-2018,0.45321
30-06-2018,0.46796
01-07-2018,0.46222
02-07-2018,0.4899
03-07-2018,0.4844
04-07-2018,0.49097
05-07-2018,0.4769
06-07-2018,0.47698
07-07-2018,0.48494
08-07-2018,0.47915
09-07-2018,0.473
10-07-2018,0.44337
11-07-2018,0.44872
12-07-2018,0.43675
13-07-2018,0.43754
14-07-2018,0.43864
15-07-2018,0.44681
16-07-2018,0.48173
17-07-2018,0.50728
18-07-2018,0.48868
19-07-2018,0.47687
20-07-2018,0.44439
21-07-2018,0.45506
22-07-2018,0.44859
23-07-2018,0.44499
24-07-2018,0.45885
25-07-2018,0.4598
26-07-2018,0.44968
27-07-2018,0.4555
28-07-2018,0.45641
29-07-2018,0.45315
30-07-2018,0.44534
31-07-2018,0.4353
01-08-2018,0.44642
02-08-2018,0.42975
03-08-2018,0.44033
04-08-2018,0.42985
05-08-2018,0.4345
06-08-2018,0.4129
07-08-2018,0.37863
08-08-2018,0.33171
09-08-2018,0.3441
10-08-2018,0.31897
11-08-2018,0.29784
12-08-2018,0.29547
13-08-2018,0.2743
14-08-2018,0.2725
15-08-2018,0.28039
16-08-2018,0.29142
17-08-2018,0.3672
18-08-2018,0.32829
19-08-2018,0.34201
20-08-2018,0.31499
21-08-2018,0.33339
22-08-2018,0.3185
23-08-2018,0.3263
24-08-2018,0.32646
25-08-2018,0.32702
26-08-2018,0.32276
27-08-2018,0.33901
28-08-2018,0.35128
29-08-2018,0.34494
30-08-2018,0.33518
31-08-2018,0.3353
01-09-2018,0.34699
02-09-2018,0.34253
03-09-2018,0.33493
04-09-2018,0.33116
05-09-2018,0.27889
06-09-2018,0.30179
07-09-2018,0.2869
08-09-2018,0.27679
09-09-2018,0.2766
10-09-2018,0.27
11-09-2018,0.26314
12-09-2018,0.2699
13-09-2018,0.27933
14-09-2018,0.27571
15-09-2018,0.28031
16-09-2018,0.28122
17-09-2018,0.2706
18-09-2018,0.31897
19-09-2018,0.32679
20-09-2018,0.44819
21-09-2018,0.56405
22-09-2018,0.57368
23-09-2018,0.5719
24-09-2018,0.49358
25-09-2018,0.5256
26-09-2018,0.513
27-09-2018,0.54305
28-09-2018,0.54025
29-09-2018,0.56876
30-09-2018,0.58257
01-10-2018,0.5776
02-10-2018,0.51692
03-10-2018,0.5293
04-10-2018,0.5294
05-10-2018,0.5211
06-10-2018,0.48964
07-10-2018,0.48269
08-10-2018,0.49335
09-10-2018,0.48199
10-10-2018,0.46605
11-10-2018,0.38315
12-10-2018,0.42071
13-10-2018,0.4227
14-10-2018,0.40994
15-10-2018,0.46168
16-10-2018,0.48352
17-10-2018,0.48437
18-10-2018,0.4675
19-10-2018,0.46077
20-10-2018,0.46788
21-10-2018,0.46458
22-10-2018,0.46192
23-10-2018,0.47006
24-10-2018,0.46402
25-10-2018,0.46351
26-10-2018,0.46657
27-10-2018,0.46012
28-10-2018,0.46472
29-10-2018,0.44506
30-10-2018,0.44749
31-10-2018,0.45418
01-11-2018,0.46141
02-11-2018,0.463
03-11-2018,0.45713
04-11-2018,0.46999
05-11-2018,0.5022
06-11-2018,0.55523
07-11-2018,0.5409
08-11-2018,0.49694
09-11-2018,0.5044
10-11-2018,0.50956
11-11-2018,0.51019
12-11-2018,0.5245
13-11-2018,0.51736
14-11-2018,0.4846
15-11-2018,0.48931
16-11-2018,0.47765
17-11-2018,0.49813
18-11-2018,0.51611
19-11-2018,0.4825
20-11-2018,0.44285
21-11-2018,0.45367
22-11-2018,0.42831
23-11-2018,0.41447
24-11-2018,0.37982
25-11-2018,0.382
26-11-2018,0.36354
27-11-2018,0.365
28-11-2018,0.39203
29-11-2018,0.38149
30-11-2018,0.36466
01-12-2018,0.37205
02-12-2018,0.36963
03-12-2018,0.34827
04-12-2018,0.35231
05-12-2018,0.3395
06-12-2018,0.30919
07-12-2018,0.30114
08-12-2018,0.30247
09-12-2018,0.30914
10-12-2018,0.29956
11-12-2018,0.29904
12-12-2018,0.30463
13-12-2018,0.29934
14-12-2018,0.28816
15-12-2018,0.28422
16-12-2018,0.28669
17-12-2018,0.32721
18-12-2018,0.34979
19-12-2018,0.34468
20-12-2018,0.37228
21-12-2018,0.35428
22-12-2018,0.35644
23-12-2018,0.3669
24-12-2018,0.40092
25-12-2018,0.37598
26-12-2018,0.37253
27-12-2018,0.33368
28-12-2018,0.36997
29-12-2018,0.35593
30-12-2018,0.36489
31-12-2018,0.34849
01-01-2019,0.3608
02-01-2019,0.36882
03-01-2019,0.3524
04-01-2019,0.35308
05-01-2019,0.34851
06-01-2019,0.36042
07-01-2019,0.36022
08-01-2019,0.36073
09-01-2019,0.3648
10-01-2019,0.32464
11-01-2019,0.3258
12-01-2019,0.32557
13-01-2019,0.31132
14-01-2019,0.32871
15-01-2019,0.3215
16-01-2019,0.3257
17-01-2019,0.32489
18-01-2019,0.32036
19-01-2019,0.3267
20-01-2019,0.3168
21-01-2019,0.31767
22-01-2019,0.31762
23-01-2019,0.31415
24-01-2019,0.31593
25-01-2019,0.31384
26-01-2019,0.31258
27-01-2019,0.30646
28-01-2019,0.29223
29-01-2019,0.28693
30-01-2019,0.32109
31-01-2019,0.30911
01-02-2019,0.30624
02-02-2019,0.3103
03-02-2019,0.30219
04-02-2019,0.29939
05-02-2019,0.29972
06-02-2019,0.2894
07-02-2019,0.29145
08-02-2019,0.31205
09-02-2019,0.31215
10-02-2019,0.30988
11-02-2019,0.30255
12-02-2019,0.30514
13-02-2019,0.30382
14-02-2019,0.30081
15-02-2019,0.30194
16-02-2019,0.30077
17-02-2019,0.30318
18-02-2019,0.32194
19-02-2019,0.32238
20-02-2019,0.3315
21-02-2019,0.3207
22-02-2019,0.32105
23-02-2019,0.33201
24-02-2019,0.29757
25-02-2019,0.32731
26-02-2019,0.31658
27-02-2019,0.31067
28-02-2019,0.3139
01-03-2019,0.31564
02-03-2019,0.31382
03-03-2019,0.31114
04-03-2019,0.30207
05-03-2019,0.31471
06-03-2019,0.31629
07-03-2019,0.31311
08-03-2019,0.30775
09-03-2019,0.31389
10-03-2019,0.31289
11-03-2019,0.30992
12-03-2019,0.31031
13-03-2019,0.31332
14-03-2019,0.31131
15-03-2019,0.31473
16-03-2019,0.31868
17-03-2019,0.3154
18-03-2019,0.31452
19-03-2019,0.31594
20-03-2019,0.31779
21-03-2019,0.30965
22-03-2019,0.31041
23-03-2019,0.31182
24-03-2019,0.30787
25-03-2019,0.3031
26-03-2019,0.30302
27-03-2019,0.31012
28-03-2019,0.30604
29-03-2019,0.30774
30-03-2019,0.31107
31-03-2019,0.30889
01-04-2019,0.31248
02-04-2019,0.3505
03-04-2019,0.34022
04-04-2019,0.32996
05-04-2019,0.3613
06-04-2019,0.35264
07-04-2019,0.3612
08-04-2019,0.35568
09-04-2019,0.34732
10-04-2019,0.35345
11-04-2019,0.32705
12-04-2019,0.32325
13-04-2019,0.32458
14-04-2019,0.32762
15-04-2019,0.31905
16-04-2019,0.32379
17-04-2019,0.33436
18-04-2019,0.33533
19-04-2019,0.32999
20-04-2019,0.32668
21-04-2019,0.31963
22-04-2019,0.32252
23-04-2019,0.31807
24-04-2019,0.29963
25-04-2019,0.29161
26-04-2019,0.3035
27-04-2019,0.29928
28-04-2019,0.29946
29-04-2019,0.29323
30-04-2019,0.3087
01-05-2019,0.30304
02-05-2019,0.30205
03-05-2019,0.30784
04-05-2019,0.30305
05-05-2019,0.30044
06-05-2019,0.30283
07-05-2019,0.29819
08-05-2019,0.29958
09-05-2019,0.29488
10-05-2019,0.29881
11-05-2019,0.31724
12-05-2019,0.31016
13-05-2019,0.32409
14-05-2019,0.409
15-05-2019,0.45734
