open;high;low;close;volume;marketCap;timestamp
7697.2099609375;7884.990234375;7463.4399414063;7790.1499023438;3667190016;129997247838;"2017-11-18T00:00:00.000Z"
8205.740234375;8348.66015625;7762.7099609375;8071.259765625;4277609984;134739693480;"2017-11-21T00:00:00.000Z"
8074.0200195313;8374.16015625;7940.9301757813;8253.6904296875;5058610176;137831976173;"2017-11-24T00:00:00.000Z"
9352.7197265625;9818.349609375;9352.7197265625;9818.349609375;5653320192;164019464090;"2017-11-27T00:00:00.000Z"
9906.7900390625;10801;9202.0498046875;10233.599609375;8310689792;171020085600;"2017-11-30T00:00:00.000Z"
11082.7001953125;11858.7001953125;10862;11323.2001953125;6608309760;189302389920;"2017-12-03T00:00:00.000Z"
11923.400390625;14369.099609375;11923.400390625;14291.5;12656300032;239024437136;"2017-12-06T00:00:00.000Z"
17802.900390625;18353.400390625;14336.900390625;16569.400390625;21135998976;277185764485;"2017-12-08T00:00:00.000Z"
15427.400390625;17513.900390625;15404.7998046875;16936.80078125;12153900032;283439888520;"2017-12-11T00:00:00.000Z"
16384.599609375;17085.80078125;16185.900390625;16564;13777399808;277310347000;"2017-12-14T00:00:00.000Z"
19475.80078125;20089;18974.099609375;19140.80078125;13314599936;320576568850;"2017-12-17T00:00:00.000Z"
17760.30078125;17934.69921875;16077.7001953125;16624.599609375;22149699584;278528964015;"2017-12-20T00:00:00.000Z"
13948.7001953125;15603.2001953125;13828.7998046875;14699.2001953125;13086000128;246349213910;"2017-12-23T00:00:00.000Z"
14036.599609375;16461.19921875;14028.900390625;16099.7998046875;13454300160;269908107763;"2017-12-26T00:00:00.000Z"
14695.7998046875;15279;14307;14656.2001953125;13025500160;245793634125;"2017-12-29T00:00:00.000Z"
14112.2001953125;14112.2001953125;13154.7001953125;13657.2001953125;10291200000;229119155396;"2018-01-01T00:00:00.000Z"
15270.7001953125;15739.7001953125;14522.2001953125;15599.2001953125;21783199744;261795321110;"2018-01-04T00:00:00.000Z"
17527.30078125;17579.599609375;16087.7001953125;16477.599609375;15866000384;276634797271;"2018-01-07T00:00:00.000Z"
14588.5;14973.2998046875;13691.2001953125;14973.2998046875;18500800512;251472635522;"2018-01-10T00:00:00.000Z"
13952.400390625;14659.5;13952.400390625;14360.2001953125;12763599872;241268592240;"2018-01-13T00:00:00.000Z"
13767.2998046875;14445.5;13641.7001953125;13819.7998046875;12750799872;232242775485;"2018-01-15T00:00:00.000Z"
11198.7998046875;12107.2998046875;10942.5;11474.900390625;15020399616;192907550324;"2018-01-18T00:00:00.000Z"
12889.2001953125;12895.900390625;11288.2001953125;11600.099609375;9935179776;195089460991;"2018-01-21T00:00:00.000Z"
10903.400390625;11501.400390625;10639.7998046875;11359.400390625;9940989952;191115225673;"2018-01-24T00:00:00.000Z"
11174.900390625;11614.900390625;10989.2001953125;11440.7001953125;7583269888;192550550498;"2018-01-27T00:00:00.000Z"
11306.7998046875;11307.2001953125;10036.2001953125;10106.2998046875;8637859840;170151556678;"2018-01-30T00:00:00.000Z"
9142.2802734375;9142.2802734375;7796.490234375;8830.75;12726899712;148725283812;"2018-02-02T00:00:00.000Z"
8270.5400390625;8364.83984375;6756.6801757813;6955.2700195313;9285289984;117184385122;"2018-02-05T00:00:00.000Z"
7637.8598632813;8558.76953125;7637.8598632813;8265.58984375;9346750464;139306699929;"2018-02-08T00:00:00.000Z"
8616.1298828125;8616.1298828125;7931.1000976563;8129.9702148438;6122189824;137064586975;"2018-02-11T00:00:00.000Z"
8599.919921875;9518.5400390625;8599.919921875;9494.6298828125;7909819904;160131558835;"2018-02-14T00:00:00.000Z"
10207.5;11139.5;10149.400390625;11112.7001953125;8660880384;187482083882;"2018-02-17T00:00:00.000Z"
11231.7998046875;11958.5;11231.7998046875;11403.7001953125;9926540288;192457815912;"2018-02-20T00:00:00.000Z"
10660.400390625;11039.099609375;9939.08984375;10005;8040079872;168892273935;"2018-02-22T00:00:00.000Z"
9796.419921875;9923.2197265625;9407.0595703125;9664.73046875;5706939904;163204062358;"2018-02-25T00:00:00.000Z"
10687.2001953125;11089.7998046875;10393.099609375;10397.900390625;6936189952;175644310997;"2018-02-28T00:00:00.000Z"
11101.900390625;11528.2001953125;11002.400390625;11489.7001953125;6690570240;194159120569;"2018-03-03T00:00:00.000Z"
11500.099609375;11500.099609375;10694.2998046875;10779.900390625;6832169984;182225316082;"2018-03-06T00:00:00.000Z"
9414.6904296875;9466.349609375;8513.0302734375;9337.5498046875;8704190464;157898203939;"2018-03-09T00:00:00.000Z"
9602.9296875;9937.5;8956.4296875;9205.1201171875;6457399808;155710928717;"2018-03-12T00:00:00.000Z"
8290.759765625;8428.349609375;7783.0498046875;8300.8603515625;6834429952;140460819364;"2018-03-15T00:00:00.000Z"
7890.5200195313;8245.509765625;7397.990234375;8223.6796875;6639190016;139201713268;"2018-03-18T00:00:00.000Z"
8937.48046875;9177.3701171875;8846.330078125;8929.2802734375;6043129856;151193917440;"2018-03-21T00:00:00.000Z"
8901.9501953125;8996.1796875;8665.7001953125;8668.1201171875;5664600064;146818882936;"2018-03-24T00:00:00.000Z"
8200;8232.7802734375;7797.2797851563;7833.0400390625;5378250240;132717053150;"2018-03-27T00:00:00.000Z"
7979.0698242188;7994.330078125;7081.3798828125;7165.7001953125;6361229824;121436043045;"2018-03-29T00:00:00.000Z"
7003.0600585938;7060.9501953125;6526.8701171875;6844.2299804688;4532100096;116026809075;"2018-04-01T00:00:00.000Z"
7456.41015625;7469.8798828125;6803.8798828125;6853.83984375;4936000000;116229557118;"2018-04-04T00:00:00.000Z"
6630.509765625;7050.5400390625;6630.509765625;6911.08984375;3976610048;117241368688;"2018-04-07T00:00:00.000Z"
6795.4399414063;6872.41015625;6704.1499023438;6834.759765625;4272750080;115978358964;"2018-04-10T00:00:00.000Z"
7901.08984375;8183.9599609375;7758.9301757813;7895.9599609375;7764460032;134043001354;"2018-04-13T00:00:00.000Z"
8337.5703125;8371.150390625;7925.7299804688;8058.669921875;5631309824;136849408643;"2018-04-16T00:00:00.000Z"
8159.2700195313;8298.6904296875;8138.7797851563;8294.3095703125;7063209984;140902801023;"2018-04-19T00:00:00.000Z"
8925.0595703125;9001.6396484375;8779.6103515625;8802.4599609375;6629899776;149585589886;"2018-04-22T00:00:00.000Z"
9701.0302734375;9745.3203125;8799.83984375;8845.740234375;11083100160;150369282696;"2018-04-25T00:00:00.000Z"
8939.26953125;9412.08984375;8931.990234375;9348.48046875;7805479936;158963068374;"2018-04-28T00:00:00.000Z"
9251.4697265625;9255.8798828125;8891.0498046875;9119.009765625;7713019904;155114132125;"2018-05-01T00:00:00.000Z"
9695.5;9779.2001953125;9585.9599609375;9700.759765625;8217829888;165062796742;"2018-05-04T00:00:00.000Z"
9845.3095703125;9940.1396484375;9465.25;9654.7998046875;7222280192;164316605278;"2018-05-06T00:00:00.000Z"
9223.73046875;9374.759765625;9031.6201171875;9325.1796875;7226890240;158758858205;"2018-05-09T00:00:00.000Z"
8441.4404296875;8664.8603515625;8223.5;8504.8896484375;6821380096;144841040789;"2018-05-12T00:00:00.000Z"
8705.1904296875;8836.1904296875;8456.4501953125;8510.3798828125;6705710080;144979744412;"2018-05-15T00:00:00.000Z"
8091.830078125;8274.1201171875;7974.8198242188;8250.9697265625;5764190208;140607667610;"2018-05-18T00:00:00.000Z"
8522.330078125;8557.51953125;8365.1201171875;8418.990234375;5154990080;143518943480;"2018-05-21T00:00:00.000Z"
7561.1201171875;7738.6000976563;7331.1401367188;7587.33984375;6049220096;129385391552;"2018-05-24T00:00:00.000Z"
7362.080078125;7381.740234375;7270.9599609375;7368.2202148438;4056519936;125695017596;"2018-05-27T00:00:00.000Z"
7469.7299804688;7573.7700195313;7313.6000976563;7406.5200195313;4922540032;126391893474;"2018-05-30T00:00:00.000Z"
7536.7202148438;7695.830078125;7497.259765625;7643.4501953125;4939299840;130481526036;"2018-06-02T00:00:00.000Z"
7500.8999023438;7643.2299804688;7397;7633.759765625;4961739776;130365918088;"2018-06-05T00:00:00.000Z"
7685.1401367188;7698.1899414063;7558.3999023438;7624.919921875;4227579904;130256218613;"2018-06-08T00:00:00.000Z"
6799.2900390625;6910.1801757813;6706.6298828125;6906.919921875;4745269760;118025877189;"2018-06-11T00:00:00.000Z"
6596.8798828125;6631.66015625;6285.6298828125;6349.8999023438;5052349952;108530585830;"2018-06-13T00:00:00.000Z"
6455.4501953125;6592.490234375;6402.2900390625;6550.16015625;3194170112;111992015616;"2018-06-16T00:00:00.000Z"
6742.3901367188;6822.5;6709.919921875;6769.9399414063;4057029888;115789919278;"2018-06-19T00:00:00.000Z"
6737.8798828125;6747.080078125;6006.6000976563;6083.6899414063;5079810048;104088814967;"2018-06-22T00:00:00.000Z"
6171.9702148438;6327.3701171875;6119.6801757813;6249.1801757813;5500810240;106958465208;"2018-06-25T00:00:00.000Z"
6153.16015625;6170.41015625;5873.0498046875;5903.4399414063;3467800064;101072353482;"2018-06-28T00:00:00.000Z"
6411.6801757813;6432.8500976563;6289.2900390625;6385.8198242188;4788259840;109366024632;"2018-07-01T00:00:00.000Z"
6550.8701171875;6771.919921875;6450.4599609375;6597.5498046875;4176689920;113024522547;"2018-07-04T00:00:00.000Z"
6668.7099609375;6863.990234375;6579.240234375;6856.9301757813;3961080064;117506606000;"2018-07-07T00:00:00.000Z"
6739.2099609375;6767.740234375;6320.7202148438;6329.9501953125;4052430080;108511009626;"2018-07-10T00:00:00.000Z"
6235.0297851563;6310.5498046875;6192.240234375;6238.0498046875;3805400064;106968440793;"2018-07-13T00:00:00.000Z"
6357.009765625;6741.75;6357.009765625;6741.75;4725799936;115638203962;"2018-07-16T00:00:00.000Z"
7378.2001953125;7494.4599609375;7295.4599609375;7466.8598632813;5111629824;128122730711;"2018-07-19T00:00:00.000Z"
7352.7202148438;7437.6401367188;7262.41015625;7419.2900390625;3726609920;127333468174;"2018-07-21T00:00:00.000Z"
7716.509765625;8424.26953125;7705.5;8424.26953125;7277689856;144634918474;"2018-07-24T00:00:00.000Z"
7950.3999023438;8262.66015625;7839.759765625;8165.009765625;5195879936;140235573607;"2018-07-27T00:00:00.000Z"
8221.58;8235.5;7917.5;8180.48;5551400000;140547190784;"2018-07-30T00:00:00.000Z"
7634.19;7712.77;7523.44;7567.15;4214110000;130052066760;"2018-08-02T00:00:00.000Z"
7031.08;7102.77;6940.7;7068.48;3679110000;121526079384;"2018-08-05T00:00:00.000Z"
6746.85;6746.85;6226.22;6305.8;5064430000;108448409560;"2018-08-08T00:00:00.000Z"
6185.79;6455.74;6109.03;6295.73;4047850000;108314257212;"2018-08-11T00:00:00.000Z"
6287.66;6287.94;5971.05;6199.71;5301700000;106696389129;"2018-08-14T00:00:00.000Z"
6340.91;6582.5;6324.97;6580.63;4992990000;113290724406;"2018-08-17T00:00:00.000Z"
6500.51;6536.92;6297.93;6308.53;3665100000;108642191682;"2018-08-20T00:00:00.000Z"
6371.34;6546.54;6371.34;6534.88;3426180000;112577436411;"2018-08-23T00:00:00.000Z"
6754.64;6774.75;6620.75;6707.26;3295500000;115585205491;"2018-08-26T00:00:00.000Z"
6891.08;7109.56;6882.34;7096.28;4659940000;122319195736;"2018-08-28T00:00:00.000Z"
6973.97;7057.17;6920.16;7037.58;4495650000;121346613238;"2018-08-31T00:00:00.000Z"
7279.03;7317.94;7208.15;7260.06;4087760000;125222785390;"2018-09-03T00:00:00.000Z"
6755.14;6755.14;6404.72;6529.17;5523470000;112649565532;"2018-09-06T00:00:00.000Z"
6223.38;6446.26;6201.22;6300.86;3671890000;108747090915;"2018-09-09T00:00:00.000Z"
6317.01;6363.87;6265.09;6351.8;4064230000;109661521297;"2018-09-12T00:00:00.000Z"
6509.4;6561.72;6493.55;6543.2;3216300000;113000324618;"2018-09-15T00:00:00.000Z"
6280.91;6384.18;6265.71;6371.3;4180090000;110064685348;"2018-09-18T00:00:00.000Z"
6513.87;6794.33;6496.36;6734.95;6531940000;116385068032;"2018-09-21T00:00:00.000Z"
6704.77;6713.56;6580.9;6595.41;4177310000;114011060309;"2018-09-24T00:00:00.000Z"
6495.29;6712.1;6464.95;6676.75;4606810000;115454861756;"2018-09-27T00:00:00.000Z"
6604.71;6643.78;6566.54;6625.56;4002280000;114608519470;"2018-09-30T00:00:00.000Z"
6553.86;6571.46;6454.03;6502.59;3887310000;112516993837;"2018-10-03T00:00:00.000Z"
6574.15;6623.62;6557.41;6622.48;3671500000;114614764674;"2018-10-05T00:00:00.000Z"
6600.19;6675.06;6576.04;6652.23;3979460000;115162906843;"2018-10-08T00:00:00.000Z"
6586.74;6586.74;6243.74;6256.24;5181640000;108341572839;"2018-10-11T00:00:00.000Z"
6288.49;6363.21;6280.15;6290.93;3085320000;108972590373;"2018-10-14T00:00:00.000Z"
6590.52;6601.21;6517.45;6544.43;4088420000;113399343801;"2018-10-17T00:00:00.000Z"
6460.92;6497.72;6449;6489.19;3379130000;112476559221;"2018-10-20T00:00:00.000Z"
6472.36;6506.01;6451.27;6475.74;3716150000;112279779884;"2018-10-23T00:00:00.000Z"
6468.44;6498.29;6449.61;6474.75;3306050000;112294341019;"2018-10-26T00:00:00.000Z"
6492.35;6503.6;6306.99;6332.63;4199910000;109862898081;"2018-10-29T00:00:00.000Z"
6318.14;6547.14;6311.83;6377.78;3789400000;110683820788;"2018-11-01T00:00:00.000Z"
6365.47;6388.63;6294.57;6376.13;4390020000;110689215104;"2018-11-04T00:00:00.000Z"
6468.5;6552.16;6468.31;6530.14;4941260000;113395632954.68;"2018-11-07T00:00:00.000Z"
6442.6;6456.46;6373.37;6385.62;4346820000;110905767441;"2018-11-09T00:00:00.000Z"
6411.76;6434.21;6360.47;6371.27;4295770000;110689666527.5;"2018-11-12T00:00:00.000Z"
5736.15;5774.82;5358.38;5648.03;7032140000;98151606540.75;"2018-11-15T00:00:00.000Z"
5559.74;5653.61;5559.74;5623.54;4159680000;97753714643;"2018-11-18T00:00:00.000Z"
4465.54;4675.73;4343.98;4602.17;6120120000;80020171046.79;"2018-11-21T00:00:00.000Z"
4347.69;4413.09;3795.16;3880.76;4679500000;67495633205;"2018-11-24T00:00:00.000Z"
3765.95;3862.96;3661.01;3820.72;5998720000;66468970322;"2018-11-27T00:00:00.000Z"
4289.08896703;4322.97639207;3942.82208559;4017.26845712;6048016716.85;69904637061.278;"2018-11-30T00:00:00.000Z"
4147.32376691;4155.97928378;3840.44626837;3894.1309069;5089570993.52;67779050169.8008;"2018-12-03T00:00:00.000Z"
3754.07446712;3874.96603127;3521.10172384;3521.10172384;5878333109.03;61303965507.8301;"2018-12-06T00:00:00.000Z"
3473.22762038;3685.30559965;3469.09435766;3614.23427278;4947372847.28;62942160928.0342;"2018-12-09T00:00:00.000Z"
3421.4583733;3534.22857953;3413.48135271;3486.95014412;4139364828.95;60741625425.5272;"2018-12-12T00:00:00.000Z"
3243.99754038;3275.37782696;3191.30356157;3236.76164502;3551763561.38;56400691424.6544;"2018-12-15T00:00:00.000Z"
3253.12299273;3597.9178885;3253.12299273;3545.86476058;5409247918.12;61798926686.5305;"2018-12-17T00:00:00.000Z"
3742.19518335;4191.22870639;3728.97463571;4134.44120304;8927129279.05;72078243770.6126;"2018-12-20T00:00:00.000Z"
4020.99467354;4085.72358463;3976.4057328;3998.98034184;6151275489.92;69741217416.6041;"2018-12-23T00:00:00.000Z"
3819.66669066;3893.35973112;3769.86381605;3857.29751969;5326547918.24;67292819464.6361;"2018-12-26T00:00:00.000Z"
3932.49180904;3963.75880829;3820.40868219;3820.40868219;4991655917.48;66672244158.107;"2018-12-29T00:00:00.000Z"
3746.71338747;3850.91376479;3707.23130258;3843.51996727;4324200990.19;67098634180.6128;"2019-01-01T00:00:00.000Z"
3832.03996811;3865.93453193;3783.8536653;3857.71761887;4847965467.09;67368333500.343;"2019-01-04T00:00:00.000Z"
4078.58505461;4092.61343706;4020.89395079;4025.24828708;5228625637.09;70316305580.3226;"2019-01-07T00:00:00.000Z"
4034.41144545;4064.06655088;3659.17453883;3678.92468128;6874143795.72;64288932886.0169;"2019-01-10T00:00:00.000Z"
3658.86811698;3674.75998688;3544.92722821;3552.95306759;4681302465.82;62106461671.3502;"2019-01-13T00:00:00.000Z"
3631.5098712;3685.77705953;3624.67338834;3655.00688578;5394457144.65;63909348775.7898;"2019-01-16T00:00:00.000Z"
3652.37783507;3758.53352345;3652.37783507;3728.56836493;5955691379.94;65214103658.5829;"2019-01-19T00:00:00.000Z"
3575.08123989;3620.74655094;3539.72132372;3604.57705248;5313623556.01;63065139423.6322;"2019-01-22T00:00:00.000Z"
3584.5003014;3616.08741447;3569.09284671;3600.86550122;5262869046.44;63014066011.6996;"2019-01-24T00:00:00.000Z"
3604.68726747;3612.67142766;3567.24575778;3583.96576317;5570752966.31;62737274092.7359;"2019-01-27T00:00:00.000Z"
3443.89706175;3495.1748876;3429.38794807;3486.18175093;5955112626.76;61044262622.3971;"2019-01-30T00:00:00.000Z"
3484.62588008;3523.28733174;3467.57468262;3521.06078726;5071623600.97;61675119055.415;"2019-02-02T00:00:00.000Z"
3454.9508136;3478.14811641;3451.93695191;3466.35743916;5227549544.89;60735563489.7233;"2019-02-05T00:00:00.000Z"
3401.37643333;3695.61397521;3391.02375248;3666.78035061;7735623101.05;64270269952.7511;"2019-02-08T00:00:00.000Z"
3695.61303928;3695.61303928;3642.28773261;3648.43062774;6277056433.57;63968390249.9939;"2019-02-11T00:00:00.000Z"
3631.17019256;3646.25659694;3607.69780014;3616.88097021;6271044417.92;63434486051.9796;"2019-02-14T00:00:00.000Z"
3633.35947964;3680.53728847;3619.18213016;3673.83629289;7039512502.62;64453368778.9611;"2019-02-17T00:00:00.000Z"
3946.68498546;4000.48629461;3926.24692473;3999.82050882;8693373948.01;70194350041.973;"2019-02-20T00:00:00.000Z"
3998.91627262;4166.28616128;3968.72669838;4142.52692999;8922258315.77;72720867208.2186;"2019-02-23T00:00:00.000Z"
3878.6973183;3891.57896247;3837.98643789;3854.35793575;7931218996.38;67683296223.3571;"2019-02-26T00:00:00.000Z"
3853.75713203;3907.79548566;3851.69234979;3859.58375221;7661247975.11;67796965743.3518;"2019-03-01T00:00:00.000Z"
3862.26616642;3875.48371414;3836.90573367;3847.17569934;7253558152.32;67592376373.1992;"2019-03-03T00:00:00.000Z"
3897.08106256;3919.51051824;3871.46059394;3903.9425832;9175291528.52;68609885775.7594;"2019-03-06T00:00:00.000Z"
3894.55252613;3987.23778458;3892.39046739;3963.31374243;10796103518.22;69674508654.6229;"2019-03-09T00:00:00.000Z"
3903.75829416;3926.88908293;3863.55909997;3909.15620907;9809887079.44;68743000581.0221;"2019-03-12T00:00:00.000Z"
3926.66323109;3968.54286634;3914.01535654;3960.91118728;9394210604.86;69675002376.5269;"2019-03-15T00:00:00.000Z"
4029.96845808;4071.55673145;4009.11722623;4032.50738522;9646954186.21;70958165406.797;"2019-03-18T00:00:00.000Z"
4083.95389256;4097.35995254;4005.15127452;4029.32690706;10831212661.69;70926226881.5237;"2019-03-21T00:00:00.000Z"
4035.16354472;4040.69962534;4006.19284731;4022.1682822;9144851065;70823042992.427;"2019-03-24T00:00:00.000Z"
3984.24481868;4087.06622992;3977.81046621;4087.06622992;10897131934.18;71987847570.6632;"2019-03-27T00:00:00.000Z"
4092.13616358;4296.8066502;4053.90965067;4106.66008466;9732688060.43;72355190645.0434;"2019-03-30T00:00:00.000Z"
4156.91964324;4905.95443266;4155.31667828;4879.87782845;21315047816.2;85986009273.1489;"2019-04-02T00:00:00.000Z"
4922.80611783;5053.50997402;4919.49163361;5036.68110011;16837325387.24;88796118649.975;"2019-04-05T00:00:00.000Z"
5199.83537777;5318.83648777;5148.21181354;5289.77104039;17154113634.32;93286365973.0142;"2019-04-08T00:00:00.000Z"
5204.10530845;5421.65146794;5193.38250879;5324.5518687;15504590933.27;93918439274.0321;"2019-04-10T00:00:00.000Z"
5088.84997329;5127.12209428;5061.58936959;5096.58656276;10823289598.31;89925574874.6422;"2019-04-13T00:00:00.000Z"
5066.57760057;5238.9452381;5055.19496077;5235.55941893;11618660197.33;92404613297.4486;"2019-04-16T00:00:00.000Z"
5298.15452927;5336.68000293;5233.33520521;5303.81261613;13780238655.18;93638345002.2649;"2019-04-19T00:00:00.000Z"
5312.49464201;5422.68742206;5280.27672867;5399.36541009;14601631648;95354207775.9268;"2019-04-22T00:00:00.000Z"
5466.52427676;5542.23830474;5181.33901806;5210.51555862;15330283408.05;92046492863.6906;"2019-04-25T00:00:00.000Z"
5271.74639378;5326.23201477;5255.68374555;5285.13900822;12819992055.63;93391244394.8948;"2019-04-28T00:00:00.000Z"
5350.91450555;5418.004045;5347.6461061;5402.69709069;13679528236.45;95501110090.8014;"2019-05-01T00:00:00.000Z"
5769.20253322;5886.8934994;5645.46932165;5831.16747167;17567780765.61;103112021258.803;"2019-05-04T00:00:00.000Z"
5745.59904909;5988.17834158;5741.39591074;5829.50151628;18026409032.59;103112368557.499;"2019-05-07T00:00:00.000Z"
6175.82273778;6434.61766164;6161.51907243;6378.8489737;19419875367.61;112863284035.003;"2019-05-10T00:00:00.000Z"
6971.17820581;8047.41300187;6898.2824267;7814.91513992;28677672181.45;138316573807.201;"2019-05-13T00:00:00.000Z"
8194.50090343;8320.82435452;7729.60838515;7884.90929094;33167197581.02;139599559277.841;"2019-05-16T00:00:00.000Z"
7341.66441915;7447.2717408;7251.50451112;7271.20790408;21354286561.99;128761727083.303;"2019-05-18T00:00:00.000Z"
7977.96936984;8062.16804044;7843.33978307;7963.32777911;25127245056.4;141065573610.266;"2019-05-21T00:00:00.000Z"
7881.6953208;8140.71991773;7824.44888684;7987.37156583;25919126990.99;141539115575.014;"2019-05-24T00:00:00.000Z"
8674.07240318;8907.17444077;8668.70492015;8805.7783766;27949839563.94;156093754762.006;"2019-05-27T00:00:00.000Z"
8661.76050606;9008.31456846;8221.27336604;8319.47222898;29246528551.2;147525141134.055;"2019-05-30T00:00:00.000Z"
8565.47326214;8809.30399136;8561.23513935;8742.95810038;20266216022.16;155077231351.225;"2019-06-02T00:00:00.000Z"
7704.34318039;7901.8489052;7668.6687003;7824.23153913;21760923463.03;138824651666.408;"2019-06-05T00:00:00.000Z"
8036.774936;8076.89110147;7837.61096128;7954.12772355;16522722809.91;141172841635.462;"2019-06-08T00:00:00.000Z"
8004.24354228;8026.3942184;7772.80393035;7927.71435114;17107279931.99;140748537529.853;"2019-06-11T00:00:00.000Z"
8230.89877378;8710.63642127;8183.39293312;8693.83281543;19831162905.97;154398880249.084;"2019-06-14T00:00:00.000Z"
8988.92370914;9416.40744016;8988.92370914;9320.35218253;15562951918.83;165573372261.217;"2019-06-17T00:00:00.000Z"
9273.06078283;9594.42027595;9232.48426293;9527.16035008;17846823783.9;169304784791.184;"2019-06-20T00:00:00.000Z"
10175.9239561;11157.3455164;10107.0352041;10701.691013;29995204860.64;190214124823.557;"2019-06-22T00:00:00.000Z"
11007.2020736;11790.916533;11007.2020736;11790.916533;24879684533.05;209647943360.178;"2019-06-25T00:00:00.000Z"
11162.1678255;12445.1752203;10914.4948615;12407.331998;35087757765.86;220681459665.927;"2019-06-28T00:00:00.000Z"
10796.9306183;11206.4398606;10089.3143739;10583.1345195;29378589324.45;188297637573.825;"2019-07-01T00:00:00.000Z"
11972.7185797;12006.0753559;11166.5688601;11215.4375483;25920294033.34;199617404431.54;"2019-07-04T00:00:00.000Z"
11217.6159338;11541.6198726;11148.8048129;11450.8467553;19369044276.9;203881891345.94;"2019-07-07T00:00:00.000Z"
12571.5371616;13129.5289339;11710.9784147;12156.5126313;33627574244.06;216515999522.295;"2019-07-10T00:00:00.000Z"
11813.1273165;11841.9572004;10908.4793185;11392.3793357;21042616383.56;202968191000.8;"2019-07-13T00:00:00.000Z"
10896.6533265;10996.6332798;9448.1067483;9477.64204235;24151199069.75;168908640950.353;"2019-07-16T00:00:00.000Z"
